author,content,description,photo_url,pub_date,source,title,url
,,Photographer Joseph Rodríguez captures the isolation of a storm-ravaged island.,,2017-11-04,,Puerto Rico in the Dark,https://www.nytimes.com/2017/11/04/opinion/sunday/puerto-rico-hurricane-maria.html
,,"What does the author mean when she writes, “On Monday evening, Mr. Feliciano got a reminder that what the Cordillera Mountains give, they also take away?”",,2018-09-18,,"Learning With: ‘Drawn by Gold, Drowned in Mud: Typhoon Kills Philippine Miners’",https://www.nytimes.com/2018/09/18/learning/article-of-the-day-drawn-by-gold-drowned-in-mud-typhoon-kills-philippine-miners.html
,,"We have a few thoughts about Hurricane Florence and climate change. And a new, more consistent format for our newsletter.",,2018-09-12,,"A Huge Storm, and Newsletter Changes",https://www.nytimes.com/2018/09/12/climate/a-huge-storm-and-newsletter-changes.html
,,"Pine tar and turpentine, climate change and hurricanes affect her fantastical art of the rural South, in a show at Mass MoCA.",,2018-10-26,,Allison Janae Hamilton’s Spirit Sources,https://www.nytimes.com/2018/10/26/arts/design/allison-janae-hamilton-mass-moca.html
,,Aerial footage from North Carolina shows the scale of flooding in the aftermath of Hurricane Florence.,,2018-09-19,,"Flooding in North Carolina, as Seen From a Drone",https://www.nytimes.com/video/us/100000006114997/florence-floods-north-carolina-drone.html
,,The island’s power and water utilities require wholesale rebuilding to achieve resilience against the next big storm.,,2018-02-13,,Puerto Rico Needs More Than Bandages,https://www.nytimes.com/2018/02/12/opinion/puerto-rico-water-electricity.html
,,The Category 4 storm brought winds of up to 145 miles an hour and rainfall that could exceed three feet in some areas.,,2016-10-03,,Haiti Braces for Catastrophe as Hurricane Matthew Makes Landfall,https://www.nytimes.com/2016/10/04/world/americas/hurricane-matthew-haiti-jamaica-cuba.html
,,A collection of photographs that arrived at Columbia University just ahead of Hurricane Maria includes images of poverty that could have been shot today.,,2017-11-27,,"In Decades-Old Photos, Parallels to Puerto Rico’s Rudimentary Reality",https://www.nytimes.com/2017/11/27/nyregion/photos-puerto-rico-jack-delano.html
,,"The hurricane hit land in the northwestern part of the state. The storm, which has weakened, is expected to soak Georgia and the Carolinas.",,2016-09-02,,"Hurricane Hermine, Landing in Florida, Batters Tiny Towns",https://www.nytimes.com/2016/09/02/us/florida-hurricane-hermine.html
,,"At least 11 deaths were attributed to the storm, but it did not seem to be a catastrophe that would disrupt the coastlines of Florida, Georgia and the Carolinas for months.",,2016-10-09,,A Weakened Hurricane Matthew Still Delivers Flooding and Power Failures,https://www.nytimes.com/2016/10/09/us/hurricane-matthew-georgia-south-carolina.html
,,"Valtteri Filppula scored twice in his return from injury, Robin Lehner stopped all 29 shots he faced and the New York Islanders beat the Washington Capitals 3-0 in each team's regular-season finale Saturday night to clinch home-ice advantage in th...",,2019-04-09,,Islanders Beat Capitals to Earn Home-Ice in First Round,https://www.nytimes.com/aponline/2019/04/09/sports/hockey/ap-hkn-islanders-capitals.html
,,"As Tropical Storm Hermine churns up the Atlantic and two other storms threaten Hawaii, a look at what role scientists think global warming may be playing.",,2016-09-03,,Hurricane Season Is Heating Up. So Is the Planet. Coincidence?,https://www.nytimes.com/2016/09/03/us/hurricanes-global-warming.html
,,"This lush, wild bit of Puerto Rico, a word-of-mouth destination that draws a loyal following of visitors, is rebuilding after last year’s ferocious hurricane season.",,2018-03-19,,Returning to Vieques,https://www.nytimes.com/2018/03/19/travel/vieques-hurricane-recovery.html
,,"It took months to restore electricity in Puerto Rico after hurricanes dealt a one-two punch. Many homes are still without power, and the system’s future is far from certain.",,2018-05-06,,"How Storms, Missteps and an Ailing Grid Left Puerto Rico in the Dark",https://www.nytimes.com/interactive/2018/05/06/us/puerto-rico-power-grid-hurricanes.html
,,What kinds of destruction did Hurricane Matthew cause in Haiti?,,2016-10-07,,Questions for: ‘Hurricane Matthew Makes Old Problems Worse for Haitians’,https://www.nytimes.com/2016/10/07/learning/questions-for-hurricane-matthew-makes-old-problems-worse-for-haitians.html
,,The hurricane destroyed houses and left villages under several feet of water.,,2016-10-08,,"After Hurricane Matthew, Devastation in Southern Haiti",https://www.nytimes.com/2016/10/08/world/americas/after-hurricane-matthew-devastation-in-southern-haiti.html
,,"Quotation of the Day for Friday, October 12, 2018.",,2018-10-12,,Quotation of the Day: Florida Is Left Reeling as Storm Slashes Through Southeast,https://www.nytimes.com/2018/10/11/todayspaper/quotation-of-the-day-florida-is-left-reeling-as-storm-slashes-through-southeast.html
,,The president returns to campaign combat mode.,,2018-11-01,,Trump’s Frightening Closing Argument,https://www.nytimes.com/2018/11/01/opinion/trump-campaigning-violence.html
,,"Large parts of Puerto Rico still don’t have power after Hurricane Maria, but some residents are determined to celebrate Christmas one way or another.",,2017-12-22,,Carols by a Cellphone’s Glow: See How Puerto Rico Is Celebrating Christmas,https://www.nytimes.com/2017/12/22/us/hurricane-maria-christmas-puerto-rico.html
,,"Quotation of the Day for Saturday, October 20, 2018.",,2018-10-20,,"Quotation of the Day: $2.5 Billion in Storm Losses, but Don’t Ask Georgia Farmers About Climate Change",https://www.nytimes.com/2018/10/19/todayspaper/quotation-of-the-day-2-5-billion-in-storm-losses-but-dont-ask-georgia-farmers-about-climate-change.html
,,The storm caused at least two couples — one in Georgia and one in South Carolina — to make last-minute changes to their plans to walk down the aisle.,,2016-10-16,,Hurricane Matthew Blows Away Couples’ Wedding Plans,https://www.nytimes.com/2016/10/11/style/hurricane-matthew-weddings.html
,,"Artemi Panarin scored the only goal in the shootout Friday night for the Columbus Blue Jackets, who clinched the last open NHL playoff spot by edging the host New York Rangers, 3-2.",,2019-04-06,,NHL Roundup: Blue Jackets Clinch Last Playoff Spot,https://www.nytimes.com/reuters/2019/04/06/sports/hockey/06reuters-icehockey-nhl-roundup.html
,,The university joins others across the nation accepting students whose studies were interrupted by Hurricane Maria for a tuition-free semester.,,2017-11-09,,N.Y.U. Will Waive Tuition for Displaced Puerto Rican Students,https://www.nytimes.com/2017/11/09/nyregion/nyu-puerto-rico-hurricane-maria.html
,,"The singer, who is of Puerto Rican descent, is leading a New York-state-wide donation drive in the wake of Hurricanes Irma and Maria.",,2017-09-25,,Jennifer Lopez Donates $1 Million to Puerto Rico Relief Effort,https://www.nytimes.com/2017/09/25/arts/music/jennifer-lopez-donates-1-million-to-puerto-rico-relief-effort.html
,,A bipartisan group is asking that a moratorium on foreclosures in Puerto Rico be extended to March 2019 as residents repair damage from Hurricane Maria.,,2017-12-22,,Four Senators Seek Longer Foreclosure Delay in Puerto Rico,https://www.nytimes.com/2017/12/22/business/puerto-rico-mortgage-foreclosures.html
,,An existential threat to a way of life that has sustained cattle-raising families since homesteading days.,,2017-03-20,,"Burying Their Cattle, Ranchers Call Wildfires ‘Our Hurricane Katrina’",https://www.nytimes.com/2017/03/20/us/burying-their-cattle-ranchers-call-wildfires-our-hurricane-katrina.html
,,"The storm weakened slightly, to Category 3, with winds of about 120 m.p.h. It was pushing north toward South Carolina, moving just off the coast.",,2016-10-08,,"Hurricane Matthew Avoids Direct Hit on Florida, Continues North",https://www.nytimes.com/2016/10/07/us/hurricane-matthew.html
,,"A look at some of 2017’s biggest news events, in aerial photos, satellite pictures and other imagery.",,2017-12-19,,The Year From Above,https://www.nytimes.com/interactive/2017/12/19/world/year-from-above.html
,,"NOAA released the first batch of images taken by its GOES-16 satellite, which it says is like going from black and white to HDTV.",,2017-01-25,,"Better Weather Forecasts, and These Pretty Pictures, Too",https://www.nytimes.com/2017/01/25/science/noaa-goes-16-satellite-photos.html
,,"More records for both wet and dry weather are being set around the globe, according to a study published Wednesday.",,2018-12-12,,More Floods and More Droughts: Climate Change Delivers Both,https://www.nytimes.com/2018/12/12/climate/climate-change-floods-droughts.html
,,The petrochemical industry from Galveston to Houston is an environmental catastrophe waiting to happen.,,2016-10-07,,When the Next Hurricane Hits Texas,https://www.nytimes.com/2016/10/09/opinion/sunday/when-the-hurricane-hits-texas.html
,,An improvised network of volunteers has sprung up to locate and rescue people who did not evacuate for Tropical Storm Florence.,,2018-09-15,,Torrents of Water in Towns Across the Carolinas. And a Guy With a Boat.,https://www.nytimes.com/2018/09/15/us/florence-volunteer-rescue.html
,,Trump’s initial figure turns out to be woefully low.,,2017-11-13,,Puerto Rico’s Actual Death Toll,https://www.nytimes.com/2017/11/13/opinion/puerto-rico-death-maria.html
,,"Florida candidates have traveled repeatedly to the island, a sign Puerto Ricans have become an increasingly important constituency.",,2018-05-17,,Must-Do for Florida’s Midterm Candidates: A Stop in Puerto Rico. Or Three.,https://www.nytimes.com/2018/05/17/us/puerto-rico-florida-politics-midterm.html
,,"The WikiLeaks founder empowered a generation of whistle-blowers, but he was a highly problematic champion for press freedom and the public’s right to know.",,2019-04-12,,"On Politics: Julian Assange, Now in Custody, Faces U.S. Hacking Charge",https://www.nytimes.com/2019/04/12/us/politics/wikileaks-julian-assange-arrested.html
,,A new economy has arisen in the suburbs of Houston battered by storms: the buying and selling of flooded homes.,,2018-03-23,,Houston Speculators Make a Fast Buck From Storm’s Misery,https://www.nytimes.com/2018/03/23/us/flooding-canyon-gate-hurricane-harvey.html
,,Aerial imagery shows the destruction that Hurricane Maria brought to the United States commonwealth.,,2017-09-27,,"The Devastation in Puerto Rico, as Seen From Above",https://www.nytimes.com/interactive/2017/09/27/us/puerto-rico-hurricane-maria-before-after.html
,,The report said sensitive personal information of victims of the 2017 California wildfires and three hurricanes was needlessly shared with a contractor.,,2019-03-23,,"Personal Data of 2.3 Million Disaster Victims Was Released by FEMA, Report Says",https://www.nytimes.com/2019/03/22/us/fema-data-breach.html
,,"Japan captain Michael Leitch has accused some top tier nations of wanting to keep high level rugby to themselves after the Sunwolves, Japan's representatives in Super Rugby, were told they would be cut from the elite competition after the 2020 sea...",,2019-04-09,,They Won't Let Anyone Else in' &#8211; Japan Captain Leitch on Sunwolves Expulsion,https://www.nytimes.com/reuters/2019/04/09/sports/rugby/09reuters-rugby-union-super-sunwolves-leitch.html
,,"The storm intensified Thursday into a Category 4 hurricane with winds of at least 140 m.p.h., with officials warning of “life-threatening weather conditions.”",,2016-10-07,,Hurricane Matthew Approaches Florida; Governor Urges 1.5 Million to Flee,https://www.nytimes.com/2016/10/06/us/hurricane-matthew-us.html
,,"September auto sales figures are expected to show continued strength, and European finance ministers are meeting. ",,2018-09-30,,"First Day for Goldman’s New C.E.O., and Job Numbers Come Out ",https://www.nytimes.com/2018/09/30/business/first-day-for-goldmans-new-ceo-and-job-numbers-come-out.html
,,"We speak with two Miami residents, one who refused to evacuate and one who drove north, only to end up in Irma’s path.",,2017-09-11,,Listen to ‘The Daily’: In Florida and Bracing for Irma,https://www.nytimes.com/2017/09/11/podcasts/the-daily/voices-from-florida-irma.html
,,The Michelin-starred chef on his time in Puerto Rico after the hurricane and his legal issues with the Trump family.,,2018-02-28,,José Andrés Fights Starvation With Mayo,https://www.nytimes.com/2018/02/28/magazine/jose-andres-fights-starvation-with-mayo.html
,,It’s called denial. And denial is hope on steroids.,,2018-10-11,,Why We Ride Out Life-Threatening Storms and Do Other Crazy Things,https://www.nytimes.com/2018/10/11/opinion/hurricanes-disasters-denial-insurance.html
,,"“Normally I would wonder if you didn’t know how to spell it or if you just made a typo,” Seth Meyers said. “But this one is so bad, I think it’s both.”",,2019-01-16,,Trump’s ‘Hamberders’ Tweet Becomes Fodder for Late-Night Laughs,https://www.nytimes.com/2019/01/16/arts/television/stephen-colbert-seth-meyers-trump-hamberders-hamburgers.html
,,"Artemi Panarin scored the only goal in the shootout for Columbus, which moved to a point behind Carolina for the first wild card in the East.",,2019-04-06,,Blue Jackets Clinch Final Playoff Spot With Win Against Rangers,https://www.nytimes.com/2019/04/05/sports/nhl-rangers-blue-jackets.html
,,"Mr. Miranda, the creator and original star of the musical, will return to the role he originated for a three-week run in Puerto Rico in January 2019.",,2017-11-08,,Lin-Manuel Miranda to Return to ‘Hamilton’ Role in Puerto Rico,https://www.nytimes.com/2017/11/08/theater/lin-manuel-miranda-hamilton-puerto-rico.html
,,"More than two months after the disaster on the U.S. Virgin Islands began, we checked back on some spots that we visited and photographed not long after the storms hit.",,2017-11-10,,After Irma and Maria: How 3 Spots on the U.S. Virgin Islands Are Faring,https://www.nytimes.com/2017/11/10/us/virgin-islands-hurricanes.html
,,"Officially, 64 people died because of the storm, but an analysis by The New York Times suggests that the actual number is substantially higher.",,2017-12-08,,"Official Toll in Puerto Rico: 64. Actual Deaths May Be 1,052.",https://www.nytimes.com/interactive/2017/12/08/us/puerto-rico-hurricane-maria-death-toll.html
,,"Modern Love in miniature, featuring five reader-submitted stories of 100 words or fewer.",,2018-12-18,,Tiny Love Stories: ‘We Need to End Whatever This Is’,https://www.nytimes.com/2018/12/18/style/tiny-modern-love-stories.html
,,Readers from Texas and beyond react to the catastrophe.,,2017-08-29,,‘This Is Texas’: Help in a Disaster,https://www.nytimes.com/2017/08/29/opinion/houston-texas-harvey-storm-flood.html
,,"Forced to leave Puerto Rico, Rafael Ocasio Barreto shares everything he has with those who have joined the post-hurricane exodus.",,2018-02-04,,"From San Juan to New York, He Offers Help and Hope for the Uprooted",https://www.nytimes.com/2018/02/04/nyregion/side-street-puerto-rico-recovery.html
,,"The island of Puerto Rico, where my parents came from, is displayed with beauty and poignancy by Santiago.",,2019-04-11,,In Praise of Esmeralda Santiago,https://www.nytimes.com/2019/04/11/books/esmeralda-santiago-lilliam-rivera.html
,,"The storm turned beach paradises into half-habitable emergency zones as it headed toward Florida, where panicked residents were scrambling to find gasoline and water.",,2017-09-08,,Caribbean Devastated as Irma Heads Toward Florida,https://www.nytimes.com/2017/09/07/us/destruction-caribbean-irma-florida.html
,,"Offshore schools have become an established part of the medical education system, but two deadly hurricanes have damaged some schools and led to evacuations.",,2017-09-20,,"For Many Medical Students, the Caribbean Was Warm and Welcoming. Until Now.",https://www.nytimes.com/2017/09/20/us/hurricanes-caribbean-medical-schools.html
,,The authorities said Friday that “approximately 55 percent of the customers who are able to receive electric power have the service restored.”,,2017-12-29,,"Three Months After Maria, Roughly Half of Puerto Ricans Still Without Power",https://www.nytimes.com/2017/12/29/us/puerto-rico-power-outage.html
,,"More than 200 patients were evacuated to the mainland United States when hurricanes blasted their islands last fall. Many are still in Atlanta, unable to go home safely.",,2018-02-17,,"Driven From Island Homes by Storms, Dialysis Patients Can Do Little but Wait",https://www.nytimes.com/2018/02/17/us/virgin-islands-hurricanes-dialysis-patients.html
,,The storm’s death toll in the United States passed two dozen as rivers in North Carolina continued to overflow their banks.,,2016-10-12,,Hurricane Matthew’s Toll Rises; Flooding Hits North Carolina,https://www.nytimes.com/2016/10/11/us/hurricane-matthew.html
,,The remarks came a day after the homeland security secretary struck what she called a historic agreement with some of those countries to help strengthen security on the southwestern border.,,2019-03-28,,Trump Criticizes Central American Nations on Border Security,https://www.nytimes.com/2019/03/28/us/politics/trump-central-america-immigration.html
,,Both climate advocates and deniers of global warming are increasingly using bouts of extreme weather to support their positions.,,2019-03-01,,How the Weather Gets Weaponized in Climate Change Messaging,https://www.nytimes.com/2019/03/01/climate/weather-climate-change.html
,,"President Trump has been accused of giving the crisis in Puerto Rico short shrift, compared with his response to major storms in Texas and Florida. But the picture is more complex.",,2017-09-27,,"Harvey, Irma, Maria: Trump Administration’s Response Compared",https://www.nytimes.com/2017/09/27/us/politics/trump-puerto-rico-aid.html
,,"Corrections appearing in print on Friday, December 14, 2018.",,2018-12-14,,"Corrections: December 14, 2018",https://www.nytimes.com/2018/12/13/pageoneplus/corrections-december-14-2018.html
,,"“I’ve never seen jumps in some of the key indicators like this,” the lead researcher said.",,2019-01-22,,Global Warming Concerns Rise Among Americans in New Poll,https://www.nytimes.com/2019/01/22/climate/americans-global-warming-poll.html
,,"Wilmington, N.C., took a direct hit from the storm, and rapidly rising waters left it virtually cut off. We spoke with one resident whose life has been upended.",,2018-09-18,,"‘I Don’t Have a Home’: Life After Florence in Wilmington, N.C.",https://www.nytimes.com/video/us/100000006112112/florence-wilmington-damage.html
,,"Once again, we realize that we’re one of the Caribbean peoples on the hurricane highway.",,2017-10-24,,"In Puerto Rico, We Invented Resilience",https://www.nytimes.com/2017/10/24/opinion/puerto-rico-hurricane-resilience.html
,,"Two weeks after Hurricane Maria, many are still receiving only meager portions and delivery is being hampered by bureaucracy and tough logistics.",,2017-10-03,,Aid Is Getting to Puerto Rico. Distributing It Remains a Challenge.,https://www.nytimes.com/2017/10/03/us/puerto-rico-aid-fema-maria.html
,,"North Carolina’s governor said a levee breach in Lumberton had forced residents onto rooftops, with helicopters and boats sent to rescue them.",,2016-10-11,,"Hurricane Matthew’s Toll Rises; Flooding Strands 1,500 in North Carolina",https://www.nytimes.com/2016/10/10/us/hurricane-matthew.html
,,Highlights from Super Rugby week nine matches:,,2019-04-12,,Super Rugby Week Nine,https://www.nytimes.com/reuters/2019/04/12/sports/rugby/12reuters-rugby-union-super.html
,,"With an increase in extreme weather expected in the years to come, forests could be changed permanently as the world continues to warm.",,2018-03-07,,Forests Protect the Climate. A Future With More Storms Would Mean Trouble.,https://www.nytimes.com/2018/03/07/climate/forests-storms-climate-change.html
,,"Contrary to media portrayals, overdose deaths are ravaging communities of color.",,2019-02-26,,The Opioid Crisis Isn’t White,https://www.nytimes.com/2019/02/26/opinion/opioid-crisis-drug-users.html
,,"More than a year after two devastating hurricanes, hotels and resorts on affected islands are reopening, many with added features, from new rooms to restaurants to expanded spas. ",,2018-11-22,,Storm-Damaged Caribbean Resorts Make a Comeback for High Season,https://www.nytimes.com/2018/11/22/travel/caribbean-resorts-after-hurricanes-reopen.html
,,"Fair Bluff, N.C., a town already suffering from economic difficulties, now has to deal with flooding that has devastated local homes and businesses.",,2016-10-12,,Underwater After Hurricane Matthew,https://www.nytimes.com/video/us/100000004704208/underwater-after-hurricane-matthew.html
,,"Despite a ravaged island, the social fabric has held and crime has not spiked in Puerto Rico. But people are wondering how long that will hold up.",,2017-10-02,,"In Puerto Rico, Equal Parts Fear and Fellowship After Storm",https://www.nytimes.com/2017/10/02/us/puerto-rico-hurricane-crime.html
,,Five living presidents may attend the funeral service for George Bush on Wednesday. We look at other times when that many presidents have gathered.,,2018-12-04,,"What Brings U.S. Presidents Together? Often, Their Funerals",https://www.nytimes.com/2018/12/04/us/politics/george-bush-funeral-presidents.html
,,"Corrections appearing in print on Wednesday, October 31, 2018.",,2018-10-31,,"Corrections: October 31, 2018",https://www.nytimes.com/2018/10/30/pageoneplus/corrections-october-31-2018.html
,,"A key global temperature report isn’t coming out this week because of missing data, and some long-term research projects are at risk.",,2019-01-15,,Here’s How the Shutdown Is Delaying Climate Data and Undercutting Scientists,https://www.nytimes.com/2019/01/15/climate/government-shutdown-climate-change.html
,,"As the cleanup began in states where the storm came and left, the authorities urged people to remain cautious and to be patient.",,2016-10-08,,Hurricane Matthew’s Trail of Damage,https://www.nytimes.com/slideshow/2016/10/08/us/hurricane-matthews-trail-of-damage.html
,,"Haiti took precautions as the Category 4 storm made landfall on Tuesday. The storm is expected to cause damaging winds, flash floods and landslides.",,2016-10-04,,Hurricane Matthew Hits Haiti,https://www.nytimes.com/video/world/americas/100000004689585/hurricane-matthew-hits-haiti.html
,,"After Hurricane Maria, the reasons for leaving Puerto Rico were obvious. Still, an exodus has stirred guilt, resentment and fear it could slow the recovery.",,2017-11-26,,"Added to the Storm’s Toll, Guilt and Heartache for Puerto Ricans Who Fled",https://www.nytimes.com/2017/11/26/nyregion/puerto-rico-hurricane-maria.html
,,The novelist Edwidge Danticat reflects on the devastation from Hurricanes Irma and Maria to many Caribbean islands whose economies rely on tourism.,,2017-11-06,,Edwidge Danticat: Dawn After the Tempests,https://www.nytimes.com/2017/11/06/travel/edwidge-danticat-hurricane-irma-maria-tourist-grenada.html
,,"John Schwartz, a New York Times reporter who covers climate change and the environment, is answering reader questions about the storm.",,2016-10-05,,Ask the Eye: Hurricane Matthew,https://www.nytimes.com/interactive/2016/10/05/us/hurricane-matthew-questions.html
,,"The survivors of Hurricanes Harvey and Irma have a long, painful recovery ahead of them. I’ve been there.",,2017-09-07,,The Struggle After the Storm,https://www.nytimes.com/2017/09/07/sunday-review/hurricane-irma-harvey-katrina-recovery.html
,,"A New Orleans museum depicts the humiliations and restrictions endured by a segment of the city’s population before the Civil War, and the resistance movements they led after.",,2019-03-12,,Descendants Tell Stories of Free People of Color,https://www.nytimes.com/2019/03/12/arts/free-people-of-color-museum-new-orleans.html
,,Live map of the storm's forecasted path.,,2016-10-06,,Map of Hurricane Matthew’s Path,https://www.nytimes.com/interactive/2016/10/06/us/map-of-hurricane-matthew-path-florida.html
,,"An analysis concluded that Earth’s oceans are heating up 40 percent faster on average than a United Nations panel estimated five years ago, a finding with dire implications for climate change.",,2019-01-10,,"Ocean Warming Is Accelerating Faster Than Thought, New Research Finds",https://www.nytimes.com/2019/01/10/climate/ocean-warming-climate-change.html
,,"President Trump retreated on plans to introduce a Republican replacement for the Affordable Care Act, all but ensuring that health care would be central to the 2020 campaign.",,2019-04-03,,On Politics: Trump Backs Off Health Care Fight,https://www.nytimes.com/2019/04/03/us/politics/trump-health-care.html
,,"Experts on giving say that it’s important to find a charity with a clear mission, treat your donations like an investment and follow your passion.",,2017-11-06,,Want to Help? Do Your Research Before You Donate,https://www.nytimes.com/2017/11/06/business/charity-disaster-relief.html
,,The debate was the first in Florida’s nationally watched race for governor. The rivals were evenly matched on stage.,,2018-10-21,,Florida Governor Candidates Andrew Gillum and Ron DeSantis Face Off in Contentious Debate,https://www.nytimes.com/2018/10/21/us/politics/gillum-desantis-florida-debate.html
,,"The Caribbean island of Barbuda felt the full force of Hurricane Irma. Now, a struggle to control its future is underway. On one side are Barbudans who own the land and want to preserve their unique way of life — on the other, the government and f...",,2017-11-26,,No Man’s Land: Barbuda After Irma,https://www.nytimes.com/video/world/americas/100000005425833/barbuda-after-hurricane-irma.html
,,The powerful storm made landfall on the country’s eastern coast after several hundred thousand people were evacuated.,,2018-10-11,,"Cyclone Titli Lashes Eastern India, Killing at Least 8",https://www.nytimes.com/2018/10/11/world/asia/cyclone-titli-india.html
,,An advocate argues for transparency in hurricane aid relief.,,2018-08-10,,Helping Puerto Rico Recover,https://www.nytimes.com/2018/08/10/opinion/letters/puerto-rico-hurricane-aid.html
,,"Days after making landfall as a hurricane and slowing to a tropical depression, Florence slowly ravaged the South with rain and wind, leaving widespread and potentially catastrophic flooding.",,2018-09-16,,North Carolina Governor Warns ‘Risk to Life Is Rising’ as Florence Rages,https://www.nytimes.com/video/us/100000006108871/florence-storm-flooding-north-carolina.html
,,Brock Long will have to reimburse the government for misusing government vehicles to travel to and from his home — but will keep his job.,,2018-09-22,,FEMA Chief Brock Long Must Reimburse U.S. for Misuse of Agency Vehicles,https://www.nytimes.com/2018/09/22/us/politics/brock-long-fema-repay-government-vehicles.html
,,"A warning for the ferocious tornado was issued quickly. But in a place with widespread poverty and few places to hide, it could not save everyone.",,2019-03-05,,A Tornado Warning Gave Alabamians 12 Minutes to Prepare. 23 People Died Anyway.,https://www.nytimes.com/2019/03/05/us/alabama-tornado-victims.html
,,A team of New York Times reporters and photographers spent 24 hours with people trying to survive the catastrophe that Hurricane Maria left behind in Puerto Rico.,,2017-09-30,,One Day in the Life of Battered Puerto Rico,https://www.nytimes.com/interactive/2017/09/30/us/24-hours-in-puerto-rico-after-hurricane-maria.html
,,"Ms. Haley, one of the few high-profile women in the Trump administration, said she would leave at the end of the year.",,2018-10-10,,On Politics: Nikki Haley to Resign as Ambassador to the U.N.,https://www.nytimes.com/2018/10/10/us/politics/on-politics-nikki-haley-resigns.html
,,"With life on their island still badly disrupted two weeks after Hurricane Maria, thousands of Puerto Ricans are joining a rush to leave. Many of them say it will be for good.",,2017-10-05,,"For Many on Puerto Rico, the Most Coveted Item is a Plane Ticket Out",https://www.nytimes.com/2017/10/05/us/puerto-rico-exodus-maria-florida.html
,,"As FEMA revises the maps to account for climate change, deciding who is in the flood zone will be a battle with millions of dollars at stake.",,2018-01-08,,"In New York, Drawing Flood Maps Is a ‘Game of Inches’",https://www.nytimes.com/2018/01/07/nyregion/new-york-city-flood-maps-fema.html
,,"Hurricane Irma forced the entire island of Barbuda to evacuate in September. Prime Minister Gaston Browne explains what's still keeping many of its 1,700 residents from their homes.",,2017-10-30,,Damage in Deserted Barbuda,https://www.nytimes.com/video/world/americas/100000005441977/damage-in-deserted-barbuda.html
,,"Matthew came ashore in McClellanville, S.C., as a Category 1 storm. Officials in Georgia, North Carolina and Florida reported deaths tied to the storm.",,2016-10-09,,Hurricane Matthew Blamed for 11 Deaths in U.S.; Carolinas and Georgia Hit With Severe Flooding,https://www.nytimes.com/2016/10/08/us/hurricane-matthew.html
,,Powerful pictures of the storm from the Carolinas by photographers for The New York Times.,,2018-09-13,,Florence in Photos,https://www.nytimes.com/2018/09/13/us/hurricane-florence-photos.html
,,A group supported by The New York Times Neediest Cases Fund helps those who fled the devastation to start a new life in New York.,,2017-12-18,,A Way to Help Refugees From Puerto Rico,https://www.nytimes.com/2017/12/17/opinion/helping-refugees-puerto-rico.html
,,"From the sexual assault allegations against Judge Brett M. Kavanaugh to developments in the Russia investigation, it’s been a busy week in American politics.",,2018-09-22,,On Politics: This Week’s Biggest Stories,https://www.nytimes.com/2018/09/22/us/politics/on-politics-this-weeks-biggest-stories.html
,,"Some residents of the Keys ignored evacuation warnings and stayed behind, witnessing the hurricane firsthand.",,2017-09-12,,‘We Lost Everything’: Witnessing Irma’s Destruction in the Keys,https://www.nytimes.com/video/us/100000005425008/witnessing-irmas-destruction-in-the-florida-keys.html
,,"Following extensive renovations, some of the region’s most beloved resorts are now more enticing than ever.",,2018-12-18,,9 Idyllic (and Newly Reopened) Caribbean Hotels to Visit Next Year,https://www.nytimes.com/2018/12/18/t-magazine/caribbean-hotels.html
,,Business owners and other officials in Anguilla braced for the second hurricane this week amid the destruction of Irma.,,2017-09-09,,"Anguilla, Reeling From Irma While Readying for Jose",https://www.nytimes.com/video/international-home/100000005417946/anguilla-reeling-from-irma-while-readying-for-jose.html
,,"The team expected to win it all faces an opponent that loaded up for the same thing, the defending champions go up against a playoff newcomer and the wild West is wide open in the quest for the Stanley Cup.",,2019-04-09,,Best Time of Year:' NHL Playoff Matchups Set,https://www.nytimes.com/aponline/2019/04/09/sports/hockey/ap-hkn-playoff-primer.html
,,"After a year (or two) of natural disasters, some people are rethinking what it means to be green and charitable during the holiday season.",,2018-11-17,,What if Holidays Could Save the Planet?,https://www.nytimes.com/2018/11/17/business/eco-friendly-holiday.html
,,"The defending champion Capitals are among the 16 teams in the first round of the N.H.L. playoffs, which begin Wednesday.",,2019-04-08,,N.H.L. Playoffs: First-Round Schedule and Results,https://www.nytimes.com/2019/04/08/sports/nhl-first-round-playoff-schedule.html
,,"In the last 16 years, most of the damages caused by catastrophes like wildfires and hurricanes have been concentrated in just a few areas.",,2018-05-24,,The Places in the U.S. Where Disaster Strikes Again and Again,https://www.nytimes.com/interactive/2018/05/24/us/disasters-hurricanes-wildfires-storms.html
,,"President Trump’s former campaign chairman is close to a plea agreement with federal prosecutors, people familiar with the case said.",,2018-09-14,,On Politics: Paul Manafort Is Said to Be Near a Plea Deal,https://www.nytimes.com/2018/09/14/us/politics/on-politics-trump-says-puerto-rico-death-toll-was-inflated.html
,,Cutting greenhouse gas emissions is critical to reduce the risks of exposure to extreme weather like the hurricanes now barreling across the Atlantic.,,2018-09-12,,An Insurance Executive Explains Why We Need a Carbon Tax,https://www.nytimes.com/2018/09/12/opinion/hurricane-greenhouse-gas-carbon-tax.html
,,"On Friday, the 39th president reached the age of 94 years and 172 days, making him a day older than former President George Bush was when he died last year.",,2019-03-22,,Jimmy Carter Is Now the Longest-Living U.S. President,https://www.nytimes.com/2019/03/22/us/politics/how-old-is-jimmy-carter.html
